["2006/06/28",27.5, 21.6, 24.5],
["2006/06/29",28.2, 22, 24.9],
["2006/06/30",27.3, 22.9, 24.7],
["2006/07/01",28.3, 23.9, 25.8],
["2006/07/02",31.5, 22.4, 25.3],
["2006/07/03",31.7, 21.2, 25],
["2006/07/04",30.2, 21.9, 24.8],
["2006/07/05",23.8, 21.4, 22.3],
["2006/07/06",26.8, 22.8, 24.6],
["2006/07/07",26.1, 22.3, 24.1],
["2006/07/08",26.3, 22.5, 24],
["2006/07/09",26.8, 23.1, 24.6],
["2006/07/10",25.6, 23.4, 24.3],
["2006/07/11",30, 23.4, 25.9],
["2006/07/12",26.5, 24.5, 25.4],
["2006/07/13",27.9, 23.8, 25],
["2006/07/14",31.4, 24, 27],
["2006/07/15",31.7, 24.5, 27.6],
["2006/07/16",29.7, 24.6, 26.7],
["2006/07/17",30.4, 23.3, 26],
["2006/07/18",23.2, 20.8, 21.5],
["2006/07/19",26.4, 21.8, 23.8],
["2006/07/20",23.9, 21.1, 22.6],
["2006/07/21",21.1, 19.7, 20.5],
["2006/07/22",23.6, 21, 22.2],
["2006/07/23",24.2, 21.7, 22.8],
["2006/07/24",29.2, 21.3, 24.1],
["2006/07/25",28.8, 22.8, 25.5],
["2006/07/26",29.8, 23.4, 25.8],
["2006/07/27",30.3, 22.5, 26.1],
["2006/07/28",29.4, 23.6, 25.8],
["2006/07/29",29.9, 23.2, 26.5],
["2006/07/30",29.3, 21.4, 25.6],
["2006/07/31",27.5, 20.9, 23.4],
["2006/08/01",26.9, 21, 23.4],
["2006/08/02",28.2, 21.1, 24.1],
["2006/08/03",30, 22, 25.5],
["2006/08/04",29.8, 22.6, 25.8],
["2006/08/05",31.5, 24.4, 26.8],
["2006/08/06",31.4, 23.6, 26.7],
["2006/08/07",34.1, 23.2, 28.8],
["2006/08/08",27.8, 22.8, 24.4],
["2006/08/09",27.8, 23.2, 25.1],
["2006/08/10",30.2, 23, 26.2],
["2006/08/11",30.9, 24, 27.2],
["2006/08/12",30.4, 22.9, 25.7],
["2006/08/13",29.4, 22.9, 25.8],
["2006/08/14",33.1, 23.6, 27.9],
["2006/08/15",32.8, 23.8, 28.9],
["2006/08/16",33.3, 25.9, 28.9],
["2006/08/17",31.8, 25.8, 27.5],
["2006/08/18",31.9, 25.5, 28.1],
["2006/08/19",32.9, 25.4, 28.2],
["2006/08/20",33.5, 25.1, 28.9],
["2006/08/21",32.9, 24.7, 28.2],
["2006/08/22",31.7, 24.8, 27],
["2006/08/23",30.9, 23.8, 26.9],
["2006/08/24",31.1, 25.5, 27.7],
["2006/08/25",31.3, 24.6, 27.2],
["2006/08/26",29.8, 24.9, 26.9],
["2006/08/27",28.5, 23.7, 25.5],
["2006/08/28",27.7, 23.5, 24.9],
["2006/08/29",30.5, 22.8, 26.6],
["2006/08/30",29.1, 24.9, 26.7],
["2006/08/31",31, 22.9, 26.3],
["2006/09/01",23.4, 19.6, 21.4],
["2006/09/02",29.9, 18.4, 23.9],
["2006/09/03",30.7, 20.1, 25.4],
["2006/09/04",32.3, 21.2, 25.9],
["2006/09/05",30.8, 21.1, 26.2],
["2006/09/06",28.1, 23.5, 24.8],
["2006/09/07",31, 23.3, 26.6],
["2006/09/08",32.6, 24.2, 27.9],
["2006/09/09",31.8, 24.5, 27.6],
["2006/09/10",35.3, 24, 28.9],
["2006/09/11",31.8, 25.1, 26.8],
["2006/09/12",27.6, 21.3, 24.3],
["2006/09/13",24.3, 20.5, 22.1],
["2006/09/14",25.1, 19.6, 21.6],
["2006/09/15",27.4, 19.7, 23.2],
["2006/09/16",26.9, 18.8, 22.9],
["2006/09/17",28.2, 20.1, 23.3],
["2006/09/18",26.6, 21.9, 24.3],
["2006/09/19",30.3, 20.4, 24.8],
["2006/09/20",30.2, 18.6, 24.2],
["2006/09/21",28.8, 20.6, 24.6],
["2006/09/22",28.8, 21.4, 24.5],
["2006/09/23",27.4, 20.9, 23.6],
["2006/09/24",25.2, 16.2, 21.5],
["2006/09/25",25.2, 19.1, 22.6],
["2006/09/26",23.7, 18.4, 21.3],
["2006/09/27",27.3, 18.6, 21.9],
["2006/09/28",27.8, 17.7, 22.6],
["2006/09/29",26.4, 20.1, 22.5],
["2006/09/30",24.1, 19.1, 21.2],
["2006/10/01",21, 17.9, 19],
["2006/10/02",23.3, 17.6, 20],
["2006/10/03",25.9, 19.4, 21.9],
["2006/10/04",25.3, 20, 22.2],
["2006/10/05",22.8, 18.9, 20.9],
["2006/10/06",23.1, 18.7, 20.5],
["2006/10/07",27.1, 17.7, 22.5],
["2006/10/08",26.5, 15.1, 20.9],
["2006/10/09",26.6, 17.7, 21.5],
["2006/10/10",25.5, 16.8, 21],
["2006/10/11",25.1, 17.7, 20.5],
["2006/10/12",25.9, 18, 21.5],
["2006/10/13",26, 16.7, 21.5],
["2006/10/14",23.1, 16, 20.6],
["2006/10/15",25.5, 13.3, 18.8],
["2006/10/16",25.3, 13.5, 20.2],
["2006/10/17",24.5, 15.9, 20.3],
["2006/10/18",25.5, 16.9, 20.2],
["2006/10/19",25.3, 14.7, 19.4],
["2006/10/20",22.7, 16, 19.2],
["2006/10/21",24.4, 15.4, 20.2],
["2006/10/22",23.5, 16.2, 19.1],
["2006/10/23",22.7, 16.9, 19.3],
["2006/10/24",19.3, 15.2, 17],
["2006/10/25",24.2, 13.8, 19.1],
["2006/10/26",23.2, 16.6, 19.4],
["2006/10/27",23.1, 16.5, 19],
["2006/10/28",22.9, 15.3, 19],
["2006/10/29",22.9, 16.3, 19],
["2006/10/30",23.2, 15.6, 18.8],
["2006/10/31",23.1, 14.4, 18.1],
["2006/11/01",22.5, 14.4, 18.1],
["2006/11/02",20.8, 13.8, 16.5],
["2006/11/03",21.3, 12.7, 16.7],
["2006/11/04",22, 14.1, 17.2],
["2006/11/05",21.7, 12.9, 16.9],
["2006/11/06",20.2, 13.8, 16.3],
["2006/11/07",21.6, 8 , 15.7],
["2006/11/08",18.6, 7.2 , 12.7],
["2006/11/09",20.1, 9.4 , 14.2],
["2006/11/10",21.3, 12.5, 16.9],
["2006/11/11",16.9, 12.5, 15.4],
["2006/11/12",18, 7.3 , 13.1],
["2006/11/13",16.4, 6.4 , 11],
["2006/11/14",23.4, 9 , 16.2],
["2006/11/15",20.4, 9 , 15.6],
["2006/11/16",19.4, 6.6 , 13],
["2006/11/17",16.5, 9.6 , 12.7],
["2006/11/18",15.4, 8.2 , 11.9],
["2006/11/19",14.3, 11.4, 12.3],
["2006/11/20",18.7, 12.7, 15.2],
["2006/11/21",18.7, 10.9, 14.2],
["2006/11/22",18.5, 10.7, 14.3],
["2006/11/23",16, 10.8, 13.5],
["2006/11/24",14.7, 7.9 , 11.5],
["2006/11/25",14.7, 6.1 , 9.4 ],
["2006/11/26",13.5, 7.5 , 11.2],
["2006/11/27",17.2, 12.1, 15.1],
["2006/11/28",17.9, 12.8, 14.9],
["2006/11/29",17.9, 9 , 13.4],
["2006/11/30",15.4, 8.7 , 11.3],
["2006/12/01",14.3, 5.8 , 9.9 ],
["2006/12/02",16.5, 3.6 , 10.4],
["2006/12/03",13.5, 3.4 , 8.3 ],
["2006/12/04",13.4, 4.5 , 7.9 ],
["2006/12/05",13.4, 4.3 , 7.9 ],
["2006/12/06",14.1, 3.9 , 8.2 ],
["2006/12/07",13.2, 5.3 , 9.9 ],
["2006/12/08",15.7, 10.4, 12.9],
["2006/12/09",11.8, 9.8 , 10.7],
["2006/12/10",14.8, 9.9 , 11.8],
["2006/12/11",14.1, 7.3 , 10.1],
["2006/12/12",10, 6.4 , 7.7 ],
["2006/12/13",12.8, 5.7 , 8.9 ],
["2006/12/14",12.6, 9.1 , 10.7],
["2006/12/15",15.2, 9.5 , 11.3],
["2006/12/16",15, 8.1 , 11.2],
["2006/12/17",16.6, 5.7 , 10.9],
["2006/12/18",13.8, 3.2 , 8.1 ],
["2006/12/19",13.6, 3.8 , 7.6 ],
["2006/12/20",13.4, 4.5 , 7.9 ],
["2006/12/21",16, 5.7 , 10.3],
["2006/12/22",12.5, 5.8 , 9.7 ],
["2006/12/23",13.8, 4.6 , 8.3 ],
["2006/12/24",14.5, 2.7 , 9.1 ],
["2006/12/25",14, 6 , 10],
["2006/12/26",12.6, 8 , 10.6],
["2006/12/27",21.6, 8.4 , 14.7],
["2006/12/28",14.9, 4.1 , 10.1],
["2006/12/29",9.5 , 1 , 4.5 ],
["2006/12/30",11, -0.9, 4.6 ],
["2006/12/31",12.3, 2.3 , 6.6 ],
["2007/01/01",12.4, 2.3 , 6.9 ],
["2007/01/02",11.8, 5.8 , 8.8 ],
["2007/01/03",13.3, 7.2 , 10.2],
["2007/01/04",12.1, 4.4 , 8.3 ],
["2007/01/05",12.4, 3.8 , 8 ],
["2007/01/06",8.6 , 4.9 , 6.6 ],
["2007/01/07",10.5, 4.4 , 6.5 ],
["2007/01/08",12.9, 1.2 , 6.5 ],
["2007/01/09",11.8, 0.4 , 6 ],
["2007/01/10",12.2, 2.3 , 6.7 ],
["2007/01/11",13.6, 3.1 , 8.1 ],
["2007/01/12",12, 3 , 7.7 ],
["2007/01/13",11.9, 2 , 7.1 ],
["2007/01/14",12.2, 5 , 7.6 ],
["2007/01/15",13.8, 3.7 , 7.2 ],
["2007/01/16",12.3, 3.5 , 8 ],
["2007/01/17",9.6 , 7 , 8.5 ],
["2007/01/18",12.8, 5.6 , 8.7 ],
["2007/01/19",13.8, 4 , 8.9 ],
["2007/01/20",10, 4.5 , 7.4 ],
["2007/01/21",11.7, 4.8 , 8.1 ],
["2007/01/22",11.4, 3.1 , 6.8 ],
["2007/01/23",14.4, 2.4 , 7.9 ],
["2007/01/24",11.5, 4.6 , 7.9 ],
["2007/01/25",13.6, 3.5 , 7.7 ],
["2007/01/26",14.7, 4.3 , 8.4 ],
["2007/01/27",16, 5.2 , 9.8 ],
["2007/01/28",11.3, 2.8 , 7.4 ],
["2007/01/29",13, 5.2 , 8.4 ],
["2007/01/30",13.5, 2 , 7.9 ],
["2007/01/31",17.7, 4.3 , 10.1],
["2007/02/01",13.3, 0.5 , 6.7 ],
["2007/02/02",10.8, -0.6, 4.8 ],
["2007/02/03",11.1, 0 , 6.1 ],
["2007/02/04",14.5, 4.4 , 9.3 ],
["2007/02/05",16, 3.4 , 9.1 ],
["2007/02/06",15.6, 6 , 10.4],
["2007/02/07",14.9, 5.7 , 10.5],
["2007/02/08",15.9, 6.3 , 9.9 ],
["2007/02/09",15.5, 7.9 , 11.6],
